order_id,ord_id,customer_id,cust_id,order_date,order_datetime,product_id,item_id,quantity,qty,unit_price,price,total_amount,order_total,shipping_cost,tax,discount,status,order_status,payment_method,shipping_address,notes,tracking_number,,,,
ORD_00021,21,83,CUST_0083,04-02-2023,2023-07-24T16:31:00.000Z,PROD_039,142,7,4,295,303.84,496.5,92.09,0,46.45,0,pending,processing,debit_card,5894 Pine Rd,,,,,,
ORD_00022,22,91,CUST_0091,7/14/2023,2023-05-18T14:07:00.000Z,PROD_080,124,6,2,132.04,199.2,942.64,725.06,0,7.86,20.45,SHIPPED,CANCELLED,credit_card,6378 Main St,,TRK908236,,,,
ORD_00023,23,51,CUST_0051,2/22/2023,2023-06-05T03:49:00.000Z,PROD_029,165,8,2,66.81,29.73,237.43,85.86,12.59,22.82,0,SHIPPED,CANCELLED,cash,9354 Pine Rd,,,,,,
ORD_00024,24,213,CUST_0213,06-12-2023,,PROD_136,123,1,1,365.47,66.93,509.72,702.82,14.24,39.77,0,processing,,cash,678 Pine Rd,,TRK765524,,,,
ORD_00025,25,425,CUST_0425,02-09-2023,2023-01-18T15:47:00.000Z,PROD_010,142,9,2,288.55,15.32,626.87,232.67,24.35,42.68,0,,pending,debit_card,6072 Main St,,TRK593092,,,,
ORD_00026,26,325,CUST_0325,06-04-2023,,PROD_063,156,1,2,41.43,250.08,719.26,82.58,8.71,4.73,47.83,CANCELLED,pending,paypal,349 Pine Rd,,TRK856393,,,,
ORD_00027,27,397,CUST_0397,04-09-2023,2023-08-26T12:27:00.000Z,PROD_057,8,1,1,286.73,134.21,567.89,445.64,22.27,38.98,6.57,pending,pending,debit_card,7322 Pine Rd,Special delivery instructions,,,,,
ORD_00028,28,479,CUST_0479,09-11-2023,2023-04-13T22:26:00.000Z,PROD_148,29,3,2,93.4,94.06,325.19,613.22,11.2,34.95,0,,pending,debit_card,1420 Oak Ave,,,,,,
ORD_00029,29,197,CUST_0197,16-07-2023,,PROD_012,145,1,4,196.3,123.01,362.72,830.42,13.08,39.26,0,processing,,bank_transfer,8713 Main St,,,,,,
ORD_00030,30,90,CUST_0090,08-05-2023,2023-04-24T17:51:00.000Z,PROD_029,101,5,4,270.25,414.74,279.03,368.12,5.46,18.54,0,delivered,returned,cash,9930 Main St,,TRK944065,,,,
ORD_00031,31,132,CUST_0132,12/14/2023,2023-05-19T14:11:00.000Z,PROD_003,148,10,1,298.27,364.45,266.09,303.63,22.75,27.57,12.93,,CANCELLED,cash,2760 Oak Ave,,,,,,
ORD_00032,32,459,CUST_0459,4/24/2023,2023-10-28T01:53:00.000Z,PROD_085,5,10,5,420.63,386.92,361.03,138.15,20.5,20.51,3.67,returned,SHIPPED,credit_card,89 Oak Ave,Special delivery instructions,,,,,
ORD_00033,33,218,CUST_0218,01-10-2023,2023-04-20T00:12:00.000Z,PROD_121,68,9,4,352.91,348.12,111.37,146.33,6.96,37.5,17.6,,,debit_card,7594 Main St,,TRK432067,,,,
ORD_00034,34,246,CUST_0246,03-06-2023,2023-03-22T11:29:00.000Z,PROD_047,68,10,4,393.26,20.63,717.64,326.1,0,48.61,0,processing,returned,credit_card,6742 Pine Rd,Special delivery instructions,TRK967392,,,,
ORD_00035,35,491,CUST_0491,22-10-2023,2023-02-24T10:38:00.000Z,PROD_048,29,9,1,65.01,185.81,521.39,788.17,16.77,28.25,26.12,CANCELLED,CANCELLED,cash,5481 Pine Rd,Special delivery instructions,TRK103021,,,,
ORD_00036,36,255,CUST_0255,11/24/2023,2023-04-17T20:31:00.000Z,PROD_141,161,10,1,78.2,162.78,345.62,219.54,9.8,15.27,0,delivered,CANCELLED,bank_transfer,4006 Main St,,TRK649680,,,,
ORD_00037,37,312,CUST_0312,08-01-2023,2023-05-07T03:22:00.000Z,PROD_081,23,3,3,453.36,288.65,512.38,171.53,13.39,44.42,27.37,CANCELLED,returned,paypal,3621 Oak Ave,,,,,,
ORD_00038,38,464,CUST_0464,07-01-2023,2023-01-14T04:54:00.000Z,PROD_171,185,3,4,269.55,283.58,1016.55,592.49,9.18,3.74,27.13,pending,delivered,credit_card,2345 Oak Ave,,,,,,
ORD_00039,39,131,CUST_0131,4/19/2023,2023-07-23T00:31:00.000Z,PROD_102,101,10,2,14.2,166.08,619.15,276.86,6.29,26.76,0,pending,processing,cash,3427 Main St,,TRK485257,,,,
ORD_00040,40,142,CUST_0142,01-11-2023,2023-04-02T16:37:00.000Z,PROD_082,20,4,4,65.2,54.54,735.25,700.59,17.02,51.42,0,returned,returned,debit_card,8459 Main St,,TRK837911,,,,
ORD_00041,41,339,CUST_0339,5/25/2023,2023-06-09T10:07:00.000Z,PROD_002,181,2,3,274.03,291.94,496.15,726.91,5.84,2.78,0,SHIPPED,processing,paypal,2042 Main St,,TRK505233,,,,
ORD_00042,42,330,CUST_0330,12/15/2023,,PROD_182,190,4,5,243.9,16.76,509.08,299.66,23.47,10.62,0,delivered,CANCELLED,credit_card,3560 Main St,,TRK101836,,,,
ORD_00043,43,22,CUST_0022,21-09-2023,,PROD_119,151,1,1,179.73,380.11,308.53,453.01,17.67,47.57,0,SHIPPED,pending,paypal,9946 Oak Ave,,TRK405217,,,,
ORD_00044,44,487,CUST_0487,,2023-05-10T08:08:00.000Z,PROD_168,161,1,1,474.02,133.99,523.21,717.84,22.05,51.71,49.2,SHIPPED,CANCELLED,paypal,7085 Oak Ave,,,,,,
ORD_00045,45,155,CUST_0155,19-04-2023,,PROD_194,164,6,3,171.89,270.52,423.76,558.66,5.89,13.06,0,pending,SHIPPED,debit_card,6300 Oak Ave,,TRK698297,,,,
ORD_00046,46,428,CUST_0428,01-03-2023,,PROD_141,121,2,5,192.76,234.71,268.11,159.53,20.11,23,0,,,bank_transfer,1150 Oak Ave,,TRK843274,,,,
ORD_00047,47,323,CUST_0323,27-01-2023,2023-08-07T04:44:00.000Z,PROD_034,176,1,2,346.36,231.07,195.74,761.37,0,38.91,0,pending,,bank_transfer,8184 Pine Rd,Special delivery instructions,TRK695519,,,,
ORD_00048,48,23,CUST_0023,05-12-2023,2023-06-25T09:22:00.000Z,PROD_065,107,5,5,171.73,102.84,470.73,812.47,0,38.02,0,pending,CANCELLED,bank_transfer,6922 Oak Ave,,TRK796769,,,,
ORD_00049,49,446,CUST_0446,07-09-2023,2023-05-08T22:25:00.000Z,PROD_173,138,9,5,392.46,380.37,1018.18,795.59,23.67,20.92,0,delivered,SHIPPED,bank_transfer,3875 Main St,,,,,,
ORD_00050,50,429,CUST_0429,12-02-2023,2023-09-22T20:01:00.000Z,PROD_100,180,1,5,189.11,365.49,148.26,151.14,7.61,30.49,0,processing,SHIPPED,cash,3877 Main St,,,,,,
ORD_00051,51,291,CUST_0291,6/22/2023,2023-06-10T02:45:00.000Z,PROD_146,6,10,1,151.89,79.75,182.12,698.43,11.94,30.14,39.62,processing,CANCELLED,paypal,6929 Oak Ave,Special delivery instructions,TRK161355,,,,
ORD_00052,52,84,CUST_0084,11/28/2023,2023-01-19T22:18:00.000Z,PROD_058,194,3,2,500.15,80.94,784.34,647,6.33,30.37,0,processing,delivered,credit_card,9091 Pine Rd,,TRK326113,,,,
ORD_00053,53,119,CUST_0119,02-10-2023,2023-02-25T20:51:00.000Z,PROD_134,82,9,3,161.96,281.18,51.83,540.94,0,11.44,0,CANCELLED,SHIPPED,debit_card,8532 Pine Rd,,TRK539013,,,,
ORD_00054,54,307,CUST_0307,19-07-2023,2023-02-15T00:08:00.000Z,PROD_134,50,10,3,356.83,291.34,781.86,492.12,0,7.44,25.68,delivered,SHIPPED,bank_transfer,6184 Main St,,TRK286700,,,,
ORD_00055,55,131,CUST_0131,20-11-2023,2023-10-06T00:22:00.000Z,PROD_065,140,5,5,113.96,349.69,463.55,538.14,5.05,41.05,0,pending,,debit_card,999 Pine Rd,,,,,,
ORD_00056,56,50,CUST_0050,3/23/2023,2023-01-14T04:32:00.000Z,PROD_052,41,1,3,506.32,169.08,1022.09,535.26,0,18.95,0,pending,CANCELLED,debit_card,7231 Pine Rd,,,,,,
ORD_00057,57,197,CUST_0197,1/16/2023,2023-06-28T16:15:00.000Z,PROD_084,95,4,1,25,62.91,589.06,435.64,20.13,48.41,0,processing,CANCELLED,credit_card,1631 Main St,,TRK334597,,,,
ORD_00058,58,301,CUST_0301,12/23/2023,2023-06-16T17:17:00.000Z,PROD_018,46,1,4,18.71,266.12,377.41,348.69,0,38.46,0,returned,SHIPPED,paypal,1990 Oak Ave,,,,,,
ORD_00059,59,405,CUST_0405,09-05-2023,2023-08-01T04:09:00.000Z,PROD_012,70,2,1,25.11,355.88,914.48,276.85,17.97,36.49,16.2,returned,delivered,paypal,7255 Oak Ave,Special delivery instructions,TRK649737,,,,
ORD_00060,60,163,CUST_0163,06-10-2023,2023-09-04T16:56:00.000Z,PROD_024,153,8,3,377.11,239.12,636.32,203,0,38.82,0,CANCELLED,processing,credit_card,4663 Pine Rd,,TRK580020,,,,
ORD_00061,61,146,CUST_0146,09-11-2023,2023-01-03T05:34:00.000Z,PROD_121,77,4,5,372.23,291.52,84.33,711.86,0,17.91,11.01,returned,pending,bank_transfer,609 Main St,,,,,,
ORD_00062,62,421,CUST_0421,07-03-2023,2023-03-07T04:55:00.000Z,PROD_126,85,10,3,229.45,294.27,580.1,287.35,0,42.03,12.94,,SHIPPED,paypal,614 Main St,,TRK279024,,,,
ORD_00063,63,353,CUST_0353,3/19/2023,,PROD_084,35,7,5,412.34,185.64,905.69,416.17,0,7.66,44.81,,pending,cash,4718 Oak Ave,,TRK289737,,,,
ORD_00064,64,96,CUST_0096,7/17/2023,2023-08-25T01:05:00.000Z,PROD_163,144,5,4,50.87,393.1,582.46,460.89,0,28.42,0,pending,returned,paypal,140 Pine Rd,,,,,,
ORD_00065,65,500,CUST_0500,04-11-2023,2023-08-06T09:01:00.000Z,PROD_108,143,9,5,398.24,69.48,1042.58,205.33,0,4.39,0,processing,,paypal,4930 Oak Ave,,,,,,
ORD_00066,66,327,CUST_0327,04-12-2023,2023-03-06T16:37:00.000Z,PROD_167,5,5,2,441.01,73.66,588.94,98.39,22.47,23.16,0,CANCELLED,,debit_card,6681 Oak Ave,,,,,,
ORD_00067,67,315,CUST_0315,01-10-2023,2023-09-27T09:32:00.000Z,PROD_148,106,4,1,233.04,267.74,1012.66,265.85,13.76,28.19,0,returned,processing,credit_card,2753 Pine Rd,,TRK652045,,,,
ORD_00068,68,114,CUST_0114,4/25/2023,2023-04-13T10:38:00.000Z,PROD_155,22,10,2,24.97,212,97.74,483.38,8.24,5.16,49.01,SHIPPED,pending,paypal,9102 Pine Rd,,TRK828654,,,,
ORD_00069,69,53,CUST_0053,23-08-2023,2023-04-13T14:09:00.000Z,PROD_036,138,10,1,347.24,262.4,306.12,732.77,10,2.2,32.44,pending,returned,paypal,9681 Pine Rd,,,,,,
ORD_00070,70,448,CUST_0448,12/14/2023,2023-09-25T20:39:00.000Z,PROD_117,196,9,3,187.17,307.29,885.45,226.47,13.43,11.07,0,,CANCELLED,debit_card,1269 Oak Ave,,TRK113433,,,,
ORD_00071,71,148,CUST_0148,,2023-06-04T12:37:00.000Z,PROD_070,53,6,5,358.35,159.82,673.64,605.46,24.46,9.64,0,returned,SHIPPED,debit_card,3308 Pine Rd,Special delivery instructions,TRK792430,,,,
ORD_00072,72,118,CUST_0118,13-05-2023,2023-03-04T06:42:00.000Z,PROD_057,24,1,3,279.74,75.23,369.08,452.45,23.61,10.23,0,CANCELLED,,paypal,2912 Pine Rd,,TRK706921,,,,
ORD_00073,73,89,CUST_0089,11/19/2023,2023-01-27T18:48:00.000Z,PROD_023,150,1,5,221.01,101.77,398.94,66.14,23.23,51.86,0,CANCELLED,SHIPPED,cash,8736 Main St,,TRK442320,,,,
ORD_00074,74,67,CUST_0067,,2023-02-12T19:18:00.000Z,PROD_002,18,3,2,402.42,170.32,146.56,100.57,11.74,4.59,42.77,delivered,processing,bank_transfer,3097 Oak Ave,,,,,,
ORD_00075,75,279,CUST_0279,04-02-2023,,PROD_005,44,10,1,250.96,113.95,498.9,382.56,0,15.48,35.82,CANCELLED,returned,debit_card,6220 Main St,,TRK891569,,,,
ORD_00076,76,138,CUST_0138,02-03-2023,2023-05-10T02:48:00.000Z,PROD_197,199,3,4,442.1,56.35,584.52,772.56,6.3,15.03,0,returned,SHIPPED,bank_transfer,1894 Main St,,,,,,
ORD_00077,77,364,CUST_0364,11-01-2023,2023-02-09T03:56:00.000Z,PROD_058,127,1,5,466.57,348.4,333.53,482.35,0,21.35,0,returned,processing,cash,4920 Pine Rd,,,,,,
ORD_00078,78,39,CUST_0039,06-10-2023,2023-02-23T08:00:00.000Z,PROD_019,181,4,3,311.01,58.94,571.53,64.78,16.91,7.19,9.91,processing,,debit_card,1280 Oak Ave,,TRK358122,,,,
ORD_00079,79,206,CUST_0206,18-02-2023,,PROD_162,2,3,4,106.72,293.54,388.28,280.5,15.18,16.16,40.92,SHIPPED,CANCELLED,credit_card,8258 Oak Ave,,,,,,
ORD_00080,80,144,CUST_0144,05-08-2023,,PROD_134,85,7,5,416.56,76.05,1017.8,474.45,0,8.62,0,pending,returned,bank_transfer,782 Main St,,TRK429667,,,,
ORD_00081,81,385,CUST_0385,8/16/2023,2023-04-13T14:16:00.000Z,PROD_075,65,1,1,416.23,277.86,744.22,374.9,18.53,29.59,21.29,pending,pending,paypal,9773 Main St,,TRK370444,,,,
ORD_00082,82,489,CUST_0489,12-02-2023,,PROD_032,99,5,4,224.78,175.98,610.71,355.38,24.09,42.78,11.78,CANCELLED,pending,debit_card,2218 Main St,,,,,,
ORD_00083,83,126,CUST_0126,10/21/2023,2023-08-11T08:35:00.000Z,PROD_104,144,5,3,378.81,406.45,247.79,73.4,19.6,14.97,15.22,processing,delivered,debit_card,3279 Pine Rd,,TRK671914,,,,
ORD_00084,84,390,CUST_0390,,2023-01-06T00:03:00.000Z,PROD_018,68,6,1,341.59,246.73,172.31,113.85,0,42.77,0,,processing,debit_card,7478 Pine Rd,,TRK203210,,,,
ORD_00085,85,242,CUST_0242,02-07-2023,2023-09-07T02:34:00.000Z,PROD_077,107,4,4,476.11,283.57,350.99,207.1,0,19.39,0,CANCELLED,CANCELLED,debit_card,9722 Main St,,,,,,
ORD_00086,86,174,CUST_0174,12-05-2023,2023-08-12T21:36:00.000Z,PROD_165,57,2,1,283.67,202.17,859.88,504.29,9.79,45.38,0,returned,pending,paypal,3457 Main St,,,,,,
ORD_00087,87,374,CUST_0374,21-09-2023,,PROD_191,80,7,3,293.47,344.93,72.23,331.66,8.92,5.79,0,,CANCELLED,paypal,954 Pine Rd,,TRK792246,,,,
ORD_00088,88,214,CUST_0214,,2023-08-17T01:49:00.000Z,PROD_176,61,7,5,34.13,115.38,900.31,406.4,0,26.77,0,SHIPPED,,bank_transfer,1225 Oak Ave,,,,,,
ORD_00089,89,305,CUST_0305,10/27/2023,2023-04-07T04:45:00.000Z,PROD_040,117,7,3,479.31,173.74,647.31,143.72,19.86,36.09,0,delivered,pending,credit_card,3013 Oak Ave,,TRK839902,,,,
ORD_00090,90,444,CUST_0444,10-08-2023,2023-08-19T15:35:00.000Z,PROD_110,61,6,4,455.01,247.55,912.26,432.75,23.23,11.69,0,returned,returned,paypal,1113 Pine Rd,,TRK730216,,,,
ORD_00091,91,48,CUST_0048,03-08-2023,2023-03-11T11:29:00.000Z,PROD_124,62,1,3,11.27,393.53,91.73,600.22,23.7,39.49,0,SHIPPED,delivered,cash,7921 Pine Rd,Special delivery instructions,TRK114479,,,,
ORD_00092,92,132,CUST_0132,10/15/2023,2023-06-25T19:18:00.000Z,PROD_057,92,2,2,505.99,182.92,895.11,500.66,0,34.53,7.59,,delivered,paypal,3832 Main St,,TRK598607,,,,
ORD_00093,93,66,CUST_0066,03-02-2023,2023-12-08T12:58:00.000Z,PROD_131,24,9,3,424.32,225.64,390.78,389.55,20.75,40.82,17.65,delivered,SHIPPED,credit_card,6342 Pine Rd,Special delivery instructions,,,,,
ORD_00094,94,259,CUST_0259,12-06-2023,2023-09-13T14:23:00.000Z,PROD_137,120,5,3,307.51,311.79,399.21,143.5,19.03,15.93,9.92,pending,returned,credit_card,1207 Pine Rd,,TRK187874,,,,
ORD_00095,95,429,CUST_0429,10-10-2023,2023-09-20T06:54:00.000Z,PROD_185,89,7,3,150.74,223.18,923.67,211.05,24.93,10.32,0,processing,processing,bank_transfer,4642 Oak Ave,,,,,,
ORD_00096,96,360,CUST_0360,16-05-2023,,PROD_126,155,8,5,61.34,125.78,457.36,769.07,6.95,10.32,45.45,delivered,returned,credit_card,1154 Main St,,,,,,
ORD_00097,97,104,CUST_0104,,2023-06-03T15:06:00.000Z,PROD_179,26,8,1,342.56,36.27,861.67,542.86,0,39.01,8.26,CANCELLED,,bank_transfer,3503 Main St,,TRK737977,,,,
ORD_00098,98,41,CUST_0041,,2023-07-17T23:00:00.000Z,PROD_093,135,10,5,487.93,191.87,512.88,256.61,13.29,9.78,0,pending,pending,credit_card,7411 Oak Ave,,,,,,
ORD_00099,99,190,CUST_0190,6/20/2023,2023-01-09T17:30:00.000Z,PROD_096,100,1,4,168.19,165.72,996.35,161.48,21.94,2.89,22.38,CANCELLED,processing,debit_card,9230 Main St,,TRK533192,,,,
ORD_00100,100,487,CUST_0487,3/23/2023,2023-12-21T00:12:00.000Z,PROD_021,98,9,5,316.13,132.6,890.68,233.3,0,35.67,0,returned,delivered,credit_card,8347 Oak Ave,Special delivery instructions,,,,,
ORD_00101,101,311,CUST_0311,24-05-2023,,PROD_023,152,7,4,188.09,189.04,885.27,700.33,0,40.86,0,delivered,delivered,bank_transfer,5704 Pine Rd,,TRK668231,,,,
ORD_00102,102,285,CUST_0285,15-06-2023,2023-04-08T07:42:00.000Z,PROD_105,48,8,5,194.9,41.31,204.27,792.13,8.64,15.18,0,CANCELLED,,bank_transfer,3134 Oak Ave,Special delivery instructions,,,,,
ORD_00103,103,298,CUST_0298,11/19/2023,,PROD_018,28,6,4,463.95,87.09,602.85,658.84,10.62,51.46,0,processing,delivered,bank_transfer,7141 Pine Rd,,TRK230348,,,,
ORD_00104,104,408,CUST_0408,12-11-2023,2023-07-06T18:02:00.000Z,PROD_015,154,5,2,373.47,64.19,440.34,120.04,0,40.64,0,returned,returned,credit_card,3017 Main St,,TRK109961,,,,
ORD_00105,105,459,CUST_0459,02-10-2023,2023-11-12T18:07:00.000Z,PROD_133,87,9,2,255.14,237.32,1019.33,364.41,17.99,30.92,27.79,returned,SHIPPED,bank_transfer,1894 Main St,,,,,,
ORD_00106,106,172,CUST_0172,03-11-2023,2023-03-25T02:25:00.000Z,PROD_178,41,2,3,278.96,233.42,85.48,225.59,15.39,19.58,9.64,processing,pending,credit_card,6833 Pine Rd,,TRK265293,,,,
ORD_00107,107,136,CUST_0136,4/26/2023,2023-09-22T03:59:00.000Z,PROD_031,44,6,3,148.67,138.58,192.44,82.1,6.95,8.98,0,returned,CANCELLED,cash,6975 Main St,,,,,,
ORD_00108,108,425,CUST_0425,31-10-2023,,PROD_156,83,2,1,436.01,234.35,621.3,621.12,0,41.06,0,processing,delivered,credit_card,9719 Pine Rd,,,,,,
ORD_00109,109,153,CUST_0153,27-01-2023,,PROD_037,68,8,2,407.59,168.47,260.09,691.66,16.96,3.71,0,delivered,returned,bank_transfer,354 Pine Rd,,TRK601535,,,,
ORD_00110,110,143,CUST_0143,4/18/2023,2023-10-19T04:06:00.000Z,PROD_145,47,2,2,41.3,165.4,361.54,113.47,0,9.26,34.95,processing,delivered,paypal,5367 Main St,,TRK391566,,,,
ORD_00111,111,124,CUST_0124,27-09-2023,,PROD_152,22,2,1,461.96,120.82,406.04,341.81,23.35,4.96,0,CANCELLED,processing,cash,3627 Main St,,,,,,
ORD_00112,112,79,CUST_0079,4/24/2023,2023-12-23T02:38:00.000Z,PROD_056,79,9,4,444,356.34,141.1,808.34,24.49,27.59,0,CANCELLED,,credit_card,5628 Oak Ave,,TRK914644,,,,
ORD_00113,113,152,CUST_0152,,2023-02-07T23:15:00.000Z,PROD_197,166,8,5,288.19,80.71,454.89,328.17,5.43,22.82,0,,pending,bank_transfer,2601 Main St,Special delivery instructions,TRK795646,,,,
ORD_00114,114,310,CUST_0310,07-08-2023,2023-07-04T21:40:00.000Z,PROD_083,75,9,3,190.2,63.65,969.37,227.4,0,22.67,40,delivered,processing,credit_card,1634 Pine Rd,,TRK240381,,,,
ORD_00115,115,94,CUST_0094,07-08-2023,2023-06-16T21:10:00.000Z,PROD_107,58,10,1,462.23,299.46,914.6,383.88,0,7.78,0,SHIPPED,returned,cash,9400 Pine Rd,,TRK686152,,,,
ORD_00116,116,299,CUST_0299,05-03-2023,2023-12-20T22:39:00.000Z,PROD_085,172,4,5,474.64,248.7,223.88,123.55,23.38,16,40.05,delivered,pending,credit_card,5817 Main St,,TRK678443,,,,
ORD_00117,117,315,CUST_0315,5/20/2023,2023-06-03T07:59:00.000Z,PROD_125,134,9,4,51.15,346.48,278.12,529.63,9.44,35.02,0,CANCELLED,SHIPPED,debit_card,9512 Oak Ave,,,,,,
ORD_00118,118,167,CUST_0167,06-07-2023,,PROD_166,86,8,3,213.31,40.33,1004.8,141.37,17.35,28.29,37.69,SHIPPED,delivered,cash,2233 Pine Rd,,,,,,
ORD_00119,119,450,CUST_0450,13-06-2023,2023-03-08T19:50:00.000Z,PROD_086,39,10,1,265.29,204.08,928.41,68.27,16.53,24.74,0,SHIPPED,delivered,credit_card,1608 Main St,Special delivery instructions,TRK855859,,,,
ORD_00120,120,340,CUST_0340,14-03-2023,2023-12-11T03:50:00.000Z,PROD_199,114,2,5,87.95,320.67,238.35,66.31,23.41,12.67,39.15,CANCELLED,returned,bank_transfer,8978 Pine Rd,,TRK389805,,,,
ORD_00121,121,221,CUST_0221,08-02-2023,2023-05-01T16:31:00.000Z,PROD_175,12,9,3,98.35,185.25,912.72,393.84,20.19,51.72,0,SHIPPED,SHIPPED,paypal,2003 Main St,,TRK289424,,,,
ORD_00122,122,198,CUST_0198,12-12-2023,,PROD_057,193,9,3,41.12,81.13,240.94,742.69,8.75,12.5,0,pending,CANCELLED,bank_transfer,9828 Pine Rd,,,,,,
ORD_00123,123,488,CUST_0488,7/24/2023,2023-12-12T03:37:00.000Z,PROD_062,151,10,1,141.36,89.17,755.05,214.22,19.04,9.21,0,SHIPPED,CANCELLED,paypal,6156 Oak Ave,,,,,,
ORD_00124,124,184,CUST_0184,4/24/2023,2023-02-06T20:54:00.000Z,PROD_113,144,2,3,385.11,107.21,1042.73,458.66,0,3.44,0,SHIPPED,,debit_card,4735 Main St,,,,,,
ORD_00125,125,287,CUST_0287,27-05-2023,2023-09-23T22:24:00.000Z,PROD_011,123,1,4,448.65,99.82,440.25,634.1,12,37.09,13.47,processing,,cash,6786 Main St,,TRK152858,,,,
ORD_00126,126,384,CUST_0384,5/23/2023,2023-08-17T16:36:00.000Z,PROD_082,188,5,2,218.5,279.55,696.3,759.46,13.24,35.32,0,returned,pending,paypal,2705 Pine Rd,,,,,,
ORD_00127,127,47,CUST_0047,08-09-2023,2023-11-20T03:50:00.000Z,PROD_100,181,8,3,80.79,368.04,947.64,711.85,9.74,2.61,0,delivered,processing,paypal,742 Main St,,TRK698741,,,,
